Offering Dept,Subj Area,Catalog,Course Title,Course Description,Total Credits,Component,Session,Section,Class Cap,Class Waitlist Cap,Primary,Secondary,Class(es) Per Week,Minutes Per Session,Final Exam,Pass/Fail Conversion ,Instructor Name,Additional Information
PHYSICS,PHY,505,Computational Physics,"This course is intended as a medium-level introduction to computational methods and computer programming for science and engineering students. The course will introduce basic programming concepts like data structures, iteration, recursion, abstraction, and branching. Introductory tutorials on Python will be arranged to implement these concepts using Python. We will then cover basic algorithms for searching, sorting, optimization, and stochastic approaches. The basic ideas of algorithm complexity and the techniques to design efficient algorithms will be developed all along. The course will have selective applications of these ideas in solving problems in modern physics. In this course, the students will be required to write codes in the homeworks using Python.

The course will be suitable for junior and senior SSE students with a background in mechanics (PHY101) and modern physics (PHY2104). Previous experience in programming in any language will be very helpful, though not necessarily needed. However, students must learn programming using Python in this course. We will have a few introductory tutorials on Python and students are expected to learn the syntax on their own during the later course as we will concentrate on algorithms, program complexity, and problem solutions in the lectures rather than the nitty-gritty of Python itself.",3.00,LEC,16W,S1,5,0,Yes,No,2,75,Yes,Not Allowed,"Zaman Chaudhry,Adam",Scheduling Preferences: Kindly schedule on any day on after 8:30 am and not between 1:00 pm and 2:30 pm.
PHYSICS,PHY,5112,Quantum Chemistry and Spectroscopy,"This course will expose students to the core concepts in physical chemistry by building upon the fundamentals of undergrad and graduate courses. The course extends the understanding of these core concepts to the areas of quantum chemistry and spectroscopy.

Teaching Methodology:
-------------------------------
>Instructions Mode: In-person 
>Lecture details: In case of online, percentage of recorded and live interaction lectures

Grading break up:
------------------------
>Assignment(s) and Home Work: 0% (4-5 assignments and home works)
>Quiz(s): 20% ( 5-7 quizzes announced)
>Class Participation and Attendance: 5% ( 3-5 surprise quizzes ) Zero marks for >missing even a single surprise quiz!!
>Midterm Examination: 35%
Final Examination: 40%",3.00,LEC,16W,S1,10,0,Yes,No,2,75,Yes,Not Allowed,"Rehman,Habib-ur-",
PHYSICS,PHY,5115,Principles of Optics,"The course will cover core concepts of optics including geometrical optics, polarization, interference, diffraction, and Gaussian beams. Each covered concept will be augmented with discussions on industrial and research applications. The course will equip students with basic tools to take advance courses on optics and photonics",3.00,LEC,16W,S1,5,0,Yes,No,2,75,Yes,Not Allowed,"Imran Cheema,Muhammad",
PHYSICS,PHY,5313,Atomic and Laser Physics,"Atomic and laser physics is one of the most actively researched field in Physics. This course provides a modern introduction to the physics of atoms. It will cover classical topics like energy structure of Hydrogen atom, its fine and hyperfine structure and modification of this structure in the presence of static fields. This would be followed by classical and semi-classical treatments of light-atom interactions. The course will introduce the basics of ultra-cold atoms, how are they produce and how can they be utilized. Regimes of isolated cold atoms as well as complex atomic states will be discussed. The course will conclude with a brief introduction to lasers, how they work and their properties.",3.00,LEC,16W,S1,40,0,Yes,No,2,75,Yes,Not Allowed,"Hashmi,Faheel Ather","Please arrange to migrate all students currently enrolled in PHY 331 and PHY 536 to this course, PHY 5313."
PHYSICS,PHY,532,Photovoltaic Devices,"This course teaches the fundamental physics and the design of conventional and advanced photovoltaic devices or solar cells. The focus is on the in-depth understanding of the physical mechanisms and the material properties that are necessary for modeling,
analyzing, and designing of current and next generation solar cells technologies. There will be an extensive use of modeling tools to get the physical insights of how the cell operates. Although the scope is limited to solar cells, the knowledge learnt from this course would be relevant to other semiconductor/optoelectronic devices such as photodetectors, light emitting diodes, and transistors. The first few weeks of the course will provide a sound foundation of semiconductor device physics necessary for the later part of the course. The assignments will include problems involving analytical modeling and simulations using available software tools. There will be a final project of the course which could be either on fabricating/characterizing a low cost solar cell prototype, or developing
a numerical simulation, or an analytical/qualitative analysis of a relevant solar cell design problem.",3.00,LEC,16W,S1,10,5,Yes,No,2,75,Yes,Not Allowed,"Butt,Nauman Zafar",
PHYSICS,PHY,535,Advanced Condensed Matter Physics,"Condensed matter is by far the largest single subfield of Physics. The lack of publicity of the field would suggest otherwise. The scope of condensed matter physics is immense from explaining why metals are shiny to why glass is transparent to why rubber is soft. It almost covers almost all the physical world around us. Yet the structure of the field can be summed up in a few fundamental concepts and this course would try to explore them. The structure of the theory is non-reductionist i. e. that the macroscopic results emerging from the theory can be very different than the behavior of the individual microscopic states. So be ready for some surprises as the course progresses. For those of you, who have taken quantum and statistical physics, this course would be a playground to put those concepts to tests",3.00,LEC,16W,S1,12,0,Yes,No,2,75,Yes,Not Allowed,Ammar  Ahmed Khan,
PHYSICS,PHY,539,Introduction to Quantum Field Theory,"This is not an exhaustive coverage of quantum field theory. Rather it is a first introduction for the motivated physics student to understand and appreciate the basics of one of physics’s most powerful and far-reaching machinery to understand the natural world. The concepts will be physically motivated and addressed in the formal mathematical descriptions. By the end of this course, students will be able to take more extensive treatments of the subject or initiate, through self-study, the reading of more advanced texts.",3.00,LEC,16W,S1,40,0,Yes,No,2,75,Yes,Not Allowed,Rizwan  Khalid,Scheduling Preferences: No back to back classes. Any time other than (1-3PM) on Tuesday and Thursday. 
PHYSICS,PHY,612,Introduction to Quantum Information Science and Technology,"This course has two parts. The first deals with the basics of quantum computing. We will learn how to perform computations using simple quantum operations, called quantum gates. We will also build basic algorithms to show that quantum computers are faster than classical computers in solving some problems. The second part deals with quantum information that generalizes concepts from classical information theory. Using quantum information theory, we will then be able to understand quantum cryptography and noisy quantum processes. This will help us understand the limitations of current quantum computers due to noise. During the course, we will also spend some time on the physics of implementing single and two-qubit quantum gates.",3.00,LEC,16W,S1,15,0,Yes,No,2,75,Yes,Not Allowed,"Faryad,Muhammad",Other than 8-9AM and1-2PM
PHYSICS,PHY,642,General Relativity,"The course is an introduction to general relativity. We start with a geometrical description of special relativity and the structure of Minkowski spacetime. The course also covers basic ideas of tensor algebra and differential geometry. Then we introduce Einstein's field equations that relate the geometry of the spacetime with the matter. We go on to solve the equations in some simple cases.

Teaching Methodology:
-------------------------------
>If in person classes:
>There will be two 75 minute lectures every week that will also be recorded and uploaded on Zoom. For students who absolutely cannot attend classes, the course will be able to be taken online. There will be a mix of announced and unannounced quizzes, on average one every week. The primary mode of learning and practice will be graded assignments, quizzes and exams. The course TA will hold office hours before the day assignments are due.
>If the course needs to be taught online:
>In online teaching, we will follow a live class synchronous format. There will be two 75 minute lectures every week that will also be recorded and uploaded on Zoom. The primary mode of learning and practice will be graded assignments, a short quiz in each synchronous class, and exams. The course TA will hold office hours before the day assignments are due.
The instructor reserves the right to hold Viva’s for components submitted online.

Grading Breakup and Policy:
---------------------------------------
>Assignments: 20%
>Quizzes: 20%
>Midterm: 25%
>Final Examination: 35%
>In case the course has to proceed online, this grading breakup may be substantially revised.
>The instructor reserves the right to vary these grade assignments or add new instruments by upto 10%.
>University policy for cheating/unfair means will be applicable on all grading instruments.
>Any disability, sickness, or other issues should be brought to the instructor immediately, as soon as possible. Also, help can be sought from the office of student affairs (OSA) and office accessibility and inclusion (OAI). We will follow the policy of university and decisions made by the OSA accordingly.",3.00,LEC,16W,S1,10,0,Yes,No,2,75,Yes,Not Allowed,Syed Moeez  Hassan,"Prerequisite: Graduate AND PHY 504 Relativistic Electrodynamics AND (Grade of B+ or above in PHY 504)
Scheduling Preferences: Any day except Friday. Any time between 10am and 4pm."
POLSCI,POL, 320,Comparative Politics,"Comparative politics is a vast field that attempts to study the domestic politics of nation-states and develop generalizations about key political themes such as democratization, revolution, state and nation formation and the evolution of political institutions. In this course we start by discussing the state of comparative politics within the discipline of political science, comparative research methods, and theoretical approaches used to explain change and stability. To this end, we emphasize cultural and institutional explanations (rational choice and historical institutionalism). The course also deals with the thematic issues of state-building, transitions to democracy, revolutionary change, civil war and insurgency, politics of nation-formation, ethnicity and state-society relations. To enrich our study of these themes we will examine empirical examples from both the developing and developed parts of the world in class.",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Yes,Not Allowed,"Salman Rafi,Hafiz Muhammad","Phase 1: Open for POL, ECON/POL Juniors and Seniors 
Phase 2: Open for MGSHSS Juniors and Seniors 
Add/drop: Open for all sophomores, Juniors, and Seniors

Students are required to thoughtfully opt for this course as dropping this course from self service is not allowed. Students will be required to contact the department coordinator Mr. Hassan Raza (hassanraza@lums.edu.pk) in this regard."
POLSCI,POL,100,Introduction to Political Science,"This course focuses on the basic concepts and ideas of Political Science in the areas of political theory, comparative politics, and international relations. As such, the course offers a survey of the foundational thoughts, which relate to the discussion about the nature of society, government and politics. We will try to understand politics by exploring how conflicting interests, quest for power, justice, rights and legitimacy shape the political process",4.00,LEC,16W,S1,70,0,Yes,No,2,100,Yes,Not Allowed,"Bakhsh Rais,Rasul","Phase 1: Open for MGSHSS Freshmen and Sophomores 	
Phase 2: Open for MGSHSS & SAHSOL Freshmen and Sophomores 	
Add/Drop: Open for all Freshmen and Sophomores
25 seats reserved for force enrollment in Section 1.
5 seats reserved for force enrollment in Section 2 and 3."
POLSCI,POL,100,Introduction to Political Science,"This course focuses on the basic concepts and ideas of Political Science in the areas of political theory, comparative politics, and international relations. As such, the course offers a survey of the foundational thoughts, which relate to the discussion about the nature of society, government and politics. We will try to understand politics by exploring how conflicting interests, quest for power, justice, rights and legitimacy shape the political process",4.00,LEC,16W,S2,70,0,Yes,No,2,100,Yes,Not Allowed,"Ashfaq,Rida","Phase 1: Open for MGSHSS Freshmen and Sophomores 	
Phase 2: Open for MGSHSS & SAHSOL Freshmen and Sophomores 	
Add/Drop: Open for all Freshmen and Sophomores
25 seats reserved for force enrollment in Section 1.
5 seats reserved for force enrollment in Section 2 and 3."
POLSCI,POL,100,Introduction to Political Science,"This course focuses on the basic concepts and ideas of Political Science in the areas of political theory, comparative politics, and international relations. As such, the course offers a survey of the foundational thoughts, which relate to the discussion about the nature of society, government and politics. We will try to understand politics by exploring how conflicting interests, quest for power, justice, rights and legitimacy shape the political process",4.00,LEC,16W,S3,70,0,Yes,No,2,100,Yes,Not Allowed,"Ashfaq,Rida","Phase 1: Open for MGSHSS Freshmen and Sophomores 	
Phase 2: Open for MGSHSS & SAHSOL Freshmen and Sophomores 	
Add/Drop: Open for all Freshmen and Sophomores
25 seats reserved for force enrollment in Section 1.
5 seats reserved for force enrollment in Section 2 and 3."
POLSCI,POL,203,Introduction to Political Theory,"Introduction to Western Political Philosophy will acquaint students with some of the key ideas of the Western political tradition, including various conceptions of human nature, reason, self-interest, autonomy, democracy, free will, sovereignty, and the moral rights and obligations of the citizen. In so doing, it seeks to foster students ‘ability to assess competing theoretical paradigms and to draw upon these frameworks to critically evaluate political questions and problems in the world today",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,"Rahman,Taimur","Phase 1: Open for MGSHSS freshmen, sophomores and POL, ECON/POL Juniors 
Phase 2: Open for all MGSHSS & SAHSOL Freshmen, Sophomores, and POL, ECON/POL Juniors 
Add/drop: Open for all freshmen, sophomores, and Juniors 
There is no Prerequisite for this course.

5 seats reserved per section for force enrollment.

Students are required to thoughtfully opt for this course as dropping this course from self service is not allowed. Students will be required to contact the department coordinator Mr. Hassan Raza (hassanraza@lums.edu.pk) in this regard."
POLSCI,POL,203,Introduction to Political Theory,"Introduction to Western Political Philosophy will acquaint students with some of the key ideas of the Western political tradition, including various conceptions of human nature, reason, self-interest, autonomy, democracy, free will, sovereignty, and the moral rights and obligations of the citizen. In so doing, it seeks to foster students ‘ability to assess competing theoretical paradigms and to draw upon these frameworks to critically evaluate political questions and problems in the world today",4.00,LEC,16W,S2,50,0,Yes,No,2,100,Yes,Not Allowed,"Hamza,Adeel","Phase 1: Open for MGSHSS freshmen, sophomores and POL, ECON/POL Juniors 
Phase 2: Open for all MGSHSS & SAHSOL Freshmen, Sophomores, and POL, ECON/POL Juniors 
Add/drop: Open for all freshmen, sophomores, and Juniors 
There is no Prerequisite for this course.

5 seats reserved per section for force enrollment.

Students are required to thoughtfully opt for this course as dropping this course from self service is not allowed. Students will be required to contact the department coordinator Mr. Hassan Raza (hassanraza@lums.edu.pk) in this regard."
POLSCI,POL,239,Politics of China,"This is an introductory course that surveys key issues in Chinese politics, including the historical background of the system, the roles of the party/state, the style of leadership, the forms of popular participation, and the distinctive features of Chinese politics. The focus of this course is political change. Classic essays by key historical figures and others provide students with grounding in the key problems modern China has faced, as well as the solutions it has pioneered. From that foundation, we will move on to contemporary institutions and intellectual debates over inequality, human rights, and the future shape of political reform in China.",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Take Home,Not Allowed,"Yunus Samad,Ahmad","Phase 1: Open for MGSHSS Freshmen, Sophomores 
Phase 2: Open for MGSHSS & SAHSOL Freshmen, Sophomores and POL, ECON/POL Juniors 
Add/drop: Open for all Freshmen, Sophomores and Juniors.
5 seats reserved for force enrollment."
POLSCI,POL,244,The Politics of Class and Markets,"This course aims to explore the relationship between states, markets, and classes, examining how social and economic forces shape politics in contemporary capitalist societies. The first section of the course focuses on the work of Marx, Weber, Durkheim, Polanyi, Simmel as a starting point for understanding the massive, inter-linked transformation of economic and political institutions and social relations with the shift towards capitalism. These introductory sessions are followed by critiques of the behavioral foundations of mainstream economics, before moving to a more detailed analysis of class. This second part of the course looks at contemporary debates on class and class structure, drawing on Marxist and Weberian debates on the subject, before exploring how class shapes democratic competition and legitimacy, political parties, and policy-making. The third section of the course delves into the ‘Varieties of Capitalism’ debate, focusing on the political and historical processes that have given rise to diverse institutional arrangements governing the regulation of the economy and the provision of welfare in contemporary capitalist societies. The course then concludes with sessions on globalization, post-industrialism, and the potential for realizing and implementing alternatives to capitalism.",4.00,LEC,16W,S1,10,0,Yes,No,2,100,Yes,All undergraduate students,"Javed,Umair","Phase 1: Open for POL, Econ/Pol Juniors
Phase 2: Open for MGSHSS & SAHSOL Freshman, Sophomores
Add/drop: Open for all Freshman, Sophomores and Juniors"
POLSCI,POL,246,British Raj and Frontier Governmentality,"This course is a historical survey of British frontier governmentality. Students will learn how the British used different policies of administration and control in the regions bordering Afghanistan and Persia. Through this course, students will be able to make sense of the history, culture, society, and legal systems of former FATA, NWFP (KPK) and Balochistan. Generally, the histories and cultures of these regions are not taught in universities, and misleading and selective media-based information further adds to misperceptions about these regions. This course will thus help students to understand the political, historical, cultural and social currents of the people of these regions. Although the course will be focused on the colonial period, postcolonial legacies will also be discussed extensively, so that the current issues of these regions can be understood in historical context.",4.00,LEC,16W,S1,20,0,Yes,No,2,100,No,All undergraduate students,"Baloch,Jahanzeb","Phase 1: Open for POL, Econ/Pol Juniors
Phase 2: Open for MGSHSS & SAHSOL Freshman, Sophomores
Add/drop: Open for all Freshman, Sophomores and Juniors"
POLSCI,POL,247,Youth Political Activism,"Scholarship on contemporary youth activism (CYA) points to crucial role of young people in creating a more sustainable, just, and equitable future.  A contrary perspective bemoans the passivity of social media keyboard warriors who are ill-equipped to mount an effective response to persistent challenges of our time.  This course will use historical and comparative approach to examine young people participation or lack of participation in politics and causes and consequences of youth (ages 16-35) political activism. The course will be organized around four modules: 1)conceptualization of youth as a demographic category, 2)youth activism in historical and comparative perspective 3) Civic activism, what works and what does not and 4)the past, present and future of youth activism in Pakistan",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,"Haq,Farhat","Phase 1: Open for MGSHSS Freshmen and Sophomores 
Phase 2: Open for MGSHSS & SAHSOL Freshmen, Sophomores and POL, ECON/POL Juniors 
Add/drop: Open for all Freshmen, Sophomores and Juniors
5 seats reserved for force enrollment."
POLSCI,POL,265,Political Anthropology,"This survey course is an introduction to the broad subfield of political anthropology. What counts as political across different cultures and societies? How do relations of power come to be, and how does their organization, distribution, and appearance vary across time and space? Taking politics as an object of anthropological analysis, this class will explore how it relates to other aspects of society, such as family, religion, or economics. To organize our exploration of this subfield, we will use violence and power as twin lenses through which to view the realm of the political. Throughout the semester, we will ask what anthropology offers to help us understand the horror of political violence, and what we can glean about the nature of the political from the ethnographic realities of anger, joy, devastation, and hope. Drawing on a non-exhaustive range of ethnographic, philosophical, and multimedia sources from across the world, this course will equip students to think about power, politics, and the contemporary global condition using everyday perspectives and ordinary lives.",4.00,LEC,16W,S1,10,0,Yes,No,2,100,Take Home,Not Allowed,"Asif,Ghazal","Phase 1: Open for POL, Econ/Pol Juniors
Phase 2: Open for MGSHSS & SAHSOL Freshman, Sophomores
Add/drop: Open for all Freshman, Sophomores and Juniors"
POLSCI,POL,322,Politics of India,"To introduce students to the changing political dynamics of India, the pivotal country of South Asia, the only country of SAARC with whom Pakistan shares a common border till recently and a rising regional power. The programme engages theoretically and empirically with major themes in Indian politics, a polity, which continues to be Pakistan’s foremost concern in terms of regional politics. This course will address a range of themes that preoccupy Indian politics from democratization issues, constitutional debates, the role of the judiciary and the articulation of federalism to the rise of  caste, ethnic and minorities and women movements.",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Yes,Not Allowed,"Waseem,Mohammad","Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS and SAHSOL Juniors and Seniors
Add/drop: Open for all Sophomores, Juniors and Seniors  



There is no Pre-Requisite for this course"
POLSCI,POL,3302,Theories of IR,"The first part is dedicated to an examination of the nature of world politics and state behavior, and a survey of the major theoretical traditions in the discipline. These are: Realism, Liberalism, Marxism, and the dynamic approach of Critical theory and Postmodernism. 
Parts two and three of the course then develop upon this theoretical base and examine how major works in International Relations Theory explain the characteristics and components of the international system – actors, factors of behavior, and interactions determining structure and agency in the system. The types of interactions that exist between them will be treated as under: diplomacy, wars, regional and global cooperation between states, as well as nuclear security. 
Part 4 will be devoted to addressing International Relations theory in relation to the Third World. The history of IR theory stems from the inter-war years, and hence the Third World has meant new incorporations within the subject area. We are concerned here with new dynamics of security, nuclear deterrence, development, peace and stability in the world",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,"Munir,Syed Rashid","Phase 1- Open for POL and POL-ECON juniors and Seniors. 
Phase 2: Open for all MGSHSS juniors, seniors, and LAW first year, second year, and third year.
Add/drop: Open for all juniors and seniors."
POLSCI,POL,331,Pakistan's Foreign Relations,"The course will begin by examining the main determinants that fashion foreign policy including preservation of sovereignty, national security and achieving economic goals. The course would then examine the instruments of executing foreign policy. Once these international principles have been studied, the course will evaluate Pakistan‘s relations with its neighbours – India, China, Afghanistan, Iran and the Arab Gulf States – moving on to Pakistan‘s adherence to regional blocs – SAARC and ECO – and multilateral associations like the UN, NAM and the Commonwealth. The significance of relations with the Great Powers would be discussed in reviewing Pakistan‘s relations on a bi-lateral and multi-lateral basis.
The course will also cover specialized subjects like the peaceful settlement of disputes, the nuclear issue and peacekeeping. The course will conclude with a review of diplomatic practice and the organisation of the Pakistan Foreign Office and its diplomatic missions
",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Yes,Not Allowed,"Malik,Shahid","Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS Juniors, Seniors, and SAHSOL First year, Second year, and Third Year 
Add/drop: Open for all Sophomores, Juniors and Seniors
There is no Pre-Requisite for this course"
POLSCI,POL,338,Environmental Governance,"Our times are marred with the colossal challenges of capping global warming, creating a net-zero world, moving towards green initiatives for sustainability and diversifying energy sources to inhibit an impending existential crisis. Better governance and policies are required to address these challenges.While it is easy to blame government inaction for these mounting environmental woes, it is not the government alone that can deliver and tackle the crisis head on. The solutions lie in a collective and collaborative multi-level (global, regional, national and local) and cross-sectoral (state and non-state stakeholders) process not only generating urgency for action but creating effective structures and policies to implement sustainable actions and innovations. During this course students will develop research projects that seek ways to transform and improve Pakistan’s environmental governance system towards a more resilient, climate-smart and sustainable system that tackles our myriad environmental problems.",4.00,LEC,16W,S1,15,0,Yes,No,2,100,No,All undergraduate students,"Khosa,Sana","Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS Juniors and Seniors 
Add/drop: Open for all Sophomores, juniors and seniors"
POLSCI,POL,364,Quantitative Research Method,"This course provides an introductory understanding of quantitative research methods, which are not only useful in addressing political science questions but also questions from a diverse range of fields such as the medical sciences, engineering, economics and others. We will start by discussing the nature of data and the kind of questions that quantitative analysis can help us address. Then we will move on to study basic topics such as probability, different distributions, hypothesis testing and inference. We will look at quantitative techniques for comparing two or more groups such as the two sample t test. In the second half of the course we will delve into some basic models such as a simple regression model and a multiple regression model. The coursework will be interspersed with STATA modules where we apply quantitative methods to different questions and datasets",4.00,LEC,16W,S1,40,0,Yes,No,2,100,Take Home,Not Allowed,"Munir,Syed Rashid","Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS Juniors, Seniors and SAHSOL First Year, Second Year, and Third Year 
Add/drop: Open for all Juniors and Seniors 
POL100 is a pre-requisite for this course."
POLSCI,POL,365,"Gender, Nationalism, and Politics: Unpacking media master narratives in South Asia","South Asia is a region with an interesting past and present when it comes to the systemic political and social marginalization of 
women. While on the one hand, the region tends to hold fast to regressive and antiquated notions of ‘honour’ – national, ethnic, 
religious, and individual – that is mapped along female and feminine bodies, it is also a region that has repeatedly produced 
prominent female leaders and heads of state. Given the violent patriarchal cultures that still prevail in many South Asian nations, this 
is an intriguing dichotomy that warrants exploration. In her piece ‘Why Do South and Southeast Asians Vote for Female Heads of 
State?’, Lavanga Wijekoon asks “Given the relatively low status of women in this region, one questions why these societies voted for 
women to lead their respective countries; how so many women have occupied the highest echelons of power while their country 
women suffered from discrimination, poverty, illiteracy and other societal woes?” 
The proposed course aims to explore these questions in deeper detail by centralizing how Gender relations intersect with 
Nationalism, Parliamentary Politics, and Media narrative framing in the South Asian political landscape. This course will unpack 
how women’s bodies are repeatedly used and weaponized as a metaphor for National ‘honour’ and the varied consequences of such
framing for the region and its implications in transnational contexts. Students will be expected to engage with the reading materials 
by contextualizing them in contemporary media coverage from various South Asian regions and newsworthy cases and coverage will 
be analyzed and contextualized in light of the readings during class discussions. 
This course is designed to provide students with a theoretical grounding in gender and politics while encouraging them to frame 
these debates in a contemporary local context by engaging with media coverage, working on investigative news features for their 
final project and familiarizing themselves with the Pakistani parliamentary process and women’s role in it. Several guest speakers 
will be invited from media and other public spheres to discuss the everyday engagement with gendered issues in Pakistan so that 
students can be exposed to shifting local, sociocultural, and political terrain.",4.00,LEC,16W,S1,20,0,Yes,No,2,100,Yes,All undergraduate students,"Amir,Maria","Phase 1: Open for POL, ECON/POL Juniors and Seniors 
Phase 2: Open for MGSHSS & SAHSOL Juniors and Seniors 
Add/drop: Open for All sophomores, Juniors and Seniors"
POLSCI,POL,413,Media and Politics,"The course deals with an extremely important yet relatively less visible connection between media and politics. In the contemporary world, media's power of making and shaping public profiles of political parties and leaders as well  as the national  agenda has been widely acknowledged. The purpose of this course is to apprise students of the conceptual and comparative research in the field of the close relationship between media on the one hand and the political discourse, voting patterns, and public response to official policies on the other. We shall also study this relationship in the context of Pakistan.",4.00,LEC,16W,S1,30,0,Yes,No,2,100,No,Not Allowed,"Salman Rafi,Hafiz Muhammad","Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS Juniors, Seniors and SAHSOL First Year, Second Year, and Third Year 
Add/drop: Open for all Juniors and Seniors"
POLSCI,POL,443,Political Entrepreneurs,"This course seeks to examine the role of political actors in determining ‘who gets what, where and how?’ The role of politicians and other power brokers in less developed countries is a neglected area in Political Science because it is either subsumed under the category of ‘patronage politics’ or ignored in favor of focusing on structural economic forces and institutional constraints that makes what politicians do largely irrelevant.  Political science as a discipline emerged out of Western classical liberalism with its attendant assumptions about desirable features of political institutions.  Patronage delivered through ‘political machines’ in major cities in United States came to exemplify the corruption that must be rooted out through reformist agenda that in more recent times have been enshrined as ‘good governance.’ Critical examination of assumptions underlying the ‘good governance’ versus corrupt politicians opens a space for examining political dynamics in less developed countries. 
The course is divided into four modules.  The first modules bring a critical lens to the distinction between ‘good governance’ and corrupt politicians.  We start with Machiavelli’s “The Prince” to develop a conceptual framework for understanding combination of skills and circumstances that shape what politicians do. Next, we move to the turn of 20th century urban United States where machine politics was pitted against a reformist agenda. We will conclude this section by examining the life and career of Robert Moses from a reformist to a power broker who innovated the use of highway tolls to create public authority with the ability to raise massive revenues and use those revenues to change the face of New York City. 
Second module will focus on variety of ways in which political power is accumulated and exercised in South Asia from neighborhoods to cities to provincial and national levels. 
Third module will explore cases where politicians expand and solidify their political base by pursuing pro-poor policies. 
The last section of the course will explore Pakistan’s version of ‘corrupt’ machine politics and reformist technocrats and will apply the taxonomy developed at the end of the third module to key politician’s attempt to introduce pro-poor policies. I have not yet decided which politicians to include in this section yet.",4.00,LEC,16W,S1,30,0,Yes,No,2,100,Yes,Not Allowed,Farhat  Haq,"Phase 1: Open for POL, ECON/POL Juniors and Seniors
Phase 2: Open for MGSHSS Juniors, Seniors and SAHSOL First Year, Second Year, and Third Year 
Add/drop: Open for all Juniors and Seniors 
There is no any Pre-requisite for this course"
HSS,PSY,100,Introduction to psychology and human behavior,"The purpose of this 4-credit course is to provide students an overview of the field of psychology, including a brief history of the discipline, research methods, biological bases, learning and cognition, emotion, personality, and motivation, mental health and disorder, and social and cultural aspects of behavior",4.00,LEC,16W,S1,70,0,Yes,No,2,100,Yes,Not Allowed,"Ashraf,Arman","Phase 2: Open for MGSHSS and SAHSOL freshmen and sophomores
Add/Drop: Open for all first years and sophomores.
5 seats reserved in Section 2 and 6 seats reserved in Section 3 for Spring 2024 incoming students."
HSS,PSY,100,Introduction to psychology and human behavior,"The purpose of this 4-credit course is to provide students an overview of the field of psychology, including a brief history of the discipline, research methods, biological bases, learning and cognition, emotion, personality, and motivation, mental health and disorder, and social and cultural aspects of behavior",4.00,LEC,16W,S2,70,0,Yes,No,2,100,Yes,Not Allowed,"Hashmi,Yasser","Phase 2: Open for MGSHSS and SAHSOL freshmen and sophomores
Add/Drop: Open for all first years and sophomores.
5 seats reserved in Section 2 and 6 seats reserved in Section 3 for Spring 2024 incoming students."
HSS,PSY,100,Introduction to psychology and human behavior,"The purpose of this 4-credit course is to provide students an overview of the field of psychology, including a brief history of the discipline, research methods, biological bases, learning and cognition, emotion, personality, and motivation, mental health and disorder, and social and cultural aspects of behavior",4.00,LEC,16W,S3,70,0,Yes,No,2,100,Yes,Not Allowed,"Rashid,Imran","Phase 2: Open for MGSHSS and SAHSOL freshmen and sophomores
Add/Drop: Open for all first years and sophomores.
5 seats reserved in Section 2 and 6 seats reserved in Section 3 for Spring 2024 incoming students."
HSS,PSY,201,Cognition,"This course is an introduction to Cognitive Psychology. We will start by exploring the history and philosophical background to this subfield of psychology. We will examine how the idea of the mind as a machine, or information-processing device, came to be. Connectionist and symbol-processing approaches to modeling the mind will both be introduced. We will then look at empirical findings regarding basic components of mental functioning, such as perception, attention and memory. With these basics, some key high-level functions like decision-making, problem solving and reasoning will be explored. Essential readings are provided in the reading package, and supplementary readings will be made available online.",4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,Yasser  Hashmi,"Phase 2: Open for MGSHSS and SAHSOL first years, sophomores, and juniors
Add/Drop: Open for all first years, sophomores and juniors"
HSS,PSY,220,Psychopathology,This course will introduce students to various clinical presentations of psychopathology that may occur throughout the lifespan. The course will provide an overview of various psychological disorders along with their diagnostic criteria and etiology. Current empirically based psychotherapeutic interventions will also be discussed.,4.00,LEC,16W,S1,50,0,Yes,No,2,100,Yes,Not Allowed,"Rashid,Imran","Phase 2: Open for MGSHSS and SAHSOL first years, sophomores and juniors
Add/Drop: Open for all first years, sophomores, and juniors."
HSS,PSY,307,Topics in Philosophy of Mind,Topics in Philosophy of Mind,4.00,LEC,16W,S1,20,0,Yes,No,2,100,Yes,Not Allowed,"Sikander Gilani,Syed","phase 2: Open for MGSHSS and SAHSOL juniors and seniors
Add/Drop: Open for all sophomores, juniors and seniors"
